name,date,duration,members,Description,incident
Mold,2011-01-24,04:05,1,A vulnerable male was reported as missing from home in the Mold area. OVMRO were asked to support NEWSAR with the search planning and troop deployment as there was great cause for concern for the individual's safety. Late afternoon a body was found and the search was called off. No action was needed by Oggie troops.,102
Bangor,2011-01-22,22:50,1,"A vulnerable female was reported missing after leaving a local hospital. A search was carried out in the surrounding countryside until darkness, then plans were made to continue the following day. Luckily the missing person made contact with the Police early the next morning stating where she was. Team members and an ambulance crew attended the scene and took her to hospital for treatment.",101
Afon Conwy,2011-01-17,00:40,1,The team were requested to assist the Fire and Rescue Service extricate a kayaker with a suspected dislocated shoulder. Several team members were on route to the location but then recalled as the Fire service and a local kayaker had managed to get the injured man to the road. No further action needed.,100
Gwern Gof Isaf campsite,2011-01-17,00:20,1,"A 31 year old male was found wandering around the campsite with a large facial laceration which was bleeding heavily. He was also very intoxicated. Two campers were sent to Oggie Base by the campsite owner to seek first aid assistance. Two team members went to the site, treated the casualty and requested ambulance support. He was taken to hospital for further treatment.",99
Cwm Idwal/Devil's Kitchen,2011-01-17,00:25,3,A man reported meeting a group of 3 people who had lost 3 of their friends in the Cwm Idwal area. The informant suspected he had passed the 'missing' three earlier in the day so volunteered to go back up the hill to investigate. He succeeded in reuniting the groups and showing them the path down to the road. No team action needed.,98
Carnedd Llewelyn,2011-01-17,03:45,1,A female walker injured her pelvis after a fall whilst walking across the Carneddau. She managed to continue to the summit of Carnedd Llewelyn but then requested assistance. 22 Squadron were able to lift a large hill party to cloud base and then returned to Oggie Base. The hill parties located the casualty and then were able to stretcher her to a position where the heli could winch. She was flown to hospital and everyone else returned to Oggie Base.,97
Idwal Slabs,2011-01-16,05:20,4,Four inexperienced and poorly equipped students became stuck at the top of the Idwal Slabs as darkness fell. They were unable to find the descent route so called for help. A hill party carried out a straightforward extraction of the males and walked them off the hill.,96
Tal y Fan,2011-01-15,03:30,1,A group of friends were descending the north east flank of Tal y Fan when one of them slipped and sustained an ankle injury. She was unable to walk and so the Team were called. A small party managed to drive the Team landrover to within 200m of the casualty party. A short stretcher carry got her to the team vehicle and she was transported back to the road to be taken to hospital by one of the group.,95
Idwal Slabs,2011-01-02,02:10,12,There was a report that 3 climbers were stuck on the Idwal Slabs. A small hill party went to investigate but could find no-one needing assistance. False alarm with good intent.,94
Pen yr Ole Wen,2011-01-29,02:50,2,This experienced and well equipped couple started up the south ridge of Pen yr Ole Wen but became stuck in a steep gully when the lady became frightened. They rang for help and a small group of team members found them and walked them back off the hill.,93
Glyderau,2011-01-28,01:05,1,A person driving through the Ogwen Valley reported seeing flahing lights on the Glyderau. He was convinced that when he flashed his headlights in that direction then the light responded by flashing. A team leader went to investigate but could see no lights. No further action taken.,92
Idwal,2011-01-26,01:15,1,"A male sustained a head and face injury after a fall onto rocks in the Bochlwyd area. Although he had been unconscious for a few minutes and was bleeding from his wounds he managed to start walking off the hill with his friend. A concerned passer-by alerted the National Park Warden who called out the Team. Two team members met him at Idwal car park, assessed his injuries and called for an ambulance to take him to hospital for treatment.",91
Bochlwyd stream,2011-01-22,01:00,2,Two brothers became lost in the dark on their descent from Tryfan. A brief phone call established they were probably near the Bochlwyd stream but had no torches. A small hill party located them a short distance from the road but it took a further hour to walk them off the hill.,90
Cwm Cywion,2011-01-22,02:20,8,"A group leader descending the North East ridge of Y Garn reported his concern for a group of people in Cwm Cywion shouting and waving. A team member went to investigate the group who appeared to be wandering aimlessly around the mountainside. When finally intercepted the group admitted shouting and waving to a friend on the road, however they did not need assistance. This was a false alarm with good intent.",89
Milestone Buttress,2011-01-19,02:40,2,"A pair of climbers had completed Direct Route on the Milestone and abseiled down the descent gully, but were caught out by darkness at the base of the crag. As they had no torches they could not find their way back to the road. A small hill party was dispatched to assist them off the mountain.",88
